series,timestamp,value,label
lows,2020-11-14T01:00:00+00:00,470.6,wait
highs,2020-11-14T01:00:00+00:00,474.22,wait
closes,2020-11-14T01:00:00+00:00,471.44,wait
lows,2020-11-14T02:00:00+00:00,469.3,wait
highs,2020-11-14T02:00:00+00:00,472.61,wait
closes,2020-11-14T02:00:00+00:00,469.97,wait
lows,2020-11-14T03:00:00+00:00,469.71,wait
highs,2020-11-14T03:00:00+00:00,472.44,wait
closes,2020-11-14T03:00:00+00:00,471.17,wait
highs,2020-11-14T04:00:00+00:00,471.55,wait
closes,2020-11-14T04:00:00+00:00,468.55,wait
lows,2020-11-14T04:00:00+00:00,467.14,wait
closes,2020-11-14T05:00:00+00:00,468.93,wait
highs,2020-11-14T05:00:00+00:00,469.3,wait
lows,2020-11-14T05:00:00+00:00,466.23,wait
closes,2020-11-14T06:00:00+00:00,469.66,wait
highs,2020-11-14T06:00:00+00:00,470.36,wait
lows,2020-11-14T06:00:00+00:00,468.23,wait
highs,2020-11-14T07:00:00+00:00,470.03,wait
lows,2020-11-14T07:00:00+00:00,465.02,wait
closes,2020-11-14T07:00:00+00:00,467.08,wait
lows,2020-11-14T08:00:00+00:00,459.01,wait
closes,2020-11-14T08:00:00+00:00,462.94,wait
highs,2020-11-14T08:00:00+00:00,467.89,wait
lows,2020-11-14T09:00:00+00:00,455.63,wait
closes,2020-11-14T09:00:00+00:00,456.09,wait
highs,2020-11-14T09:00:00+00:00,463.18,wait
lows,2020-11-14T10:00:00+00:00,453.65,wait
highs,2020-11-14T10:00:00+00:00,459.99,wait
closes,2020-11-14T10:00:00+00:00,456.58,wait
highs,2020-11-14T11:00:00+00:00,459.32,wait
closes,2020-11-14T11:00:00+00:00,458.74,wait
lows,2020-11-14T11:00:00+00:00,455.5,wait
highs,2020-11-14T12:00:00+00:00,460.75,wait
closes,2020-11-14T12:00:00+00:00,460.26,wait
lows,2020-11-14T12:00:00+00:00,456.61,wait
highs,2020-11-14T13:00:00+00:00,461.57,wait
closes,2020-11-14T13:00:00+00:00,460.52,wait
lows,2020-11-14T13:00:00+00:00,458.56,wait
highs,2020-11-14T14:00:00+00:00,462.42,wait
closes,2020-11-14T14:00:00+00:00,460.92,wait
lows,2020-11-14T14:00:00+00:00,459.54,wait
highs,2020-11-14T15:00:00+00:00,461.35,wait
lows,2020-11-14T15:00:00+00:00,458.13,wait
closes,2020-11-14T15:00:00+00:00,458.77,wait
lows,2020-11-14T16:00:00+00:00,455.6,wait
closes,2020-11-14T16:00:00+00:00,456.5,wait
highs,2020-11-14T16:00:00+00:00,461.68,wait
lows,2020-11-14T17:00:00+00:00,452.0,wait
closes,2020-11-14T17:00:00+00:00,459.5,wait
highs,2020-11-14T17:00:00+00:00,460.4,wait
closes,2020-11-14T18:00:00+00:00,460.0,wait
highs,2020-11-14T18:00:00+00:00,460.62,wait
lows,2020-11-14T18:00:00+00:00,458.51,wait
highs,2020-11-14T19:00:00+00:00,461.2,wait
lows,2020-11-14T19:00:00+00:00,458.98,wait
closes,2020-11-14T19:00:00+00:00,459.75,wait
highs,2020-11-14T20:00:00+00:00,461.83,wait
lows,2020-11-14T20:00:00+00:00,458.0,wait
closes,2020-11-14T20:00:00+00:00,461.29,wait
highs,2020-11-14T21:00:00+00:00,461.56,wait
closes,2020-11-14T21:00:00+00:00,459.71,wait
lows,2020-11-14T21:00:00+00:00,458.96,wait
closes,2020-11-14T22:00:00+00:00,461.9,wait
lows,2020-11-14T22:00:00+00:00,459.59,wait
highs,2020-11-14T22:00:00+00:00,462.42,wait
closes,2020-11-14T23:00:00+00:00,460.89,wait
lows,2020-11-14T23:00:00+00:00,460.56,wait
highs,2020-11-14T23:00:00+00:00,463.47,wait
closes,2020-11-15T00:00:00+00:00,461.64,wait
lows,2020-11-15T00:00:00+00:00,459.5,wait
highs,2020-11-15T00:00:00+00:00,462.89,wait
closes,2020-11-15T01:00:00+00:00,459.92,wait
lows,2020-11-15T01:00:00+00:00,459.0,wait
highs,2020-11-15T01:00:00+00:00,462.76,wait
closes,2020-11-15T02:00:00+00:00,458.47,wait
highs,2020-11-15T02:00:00+00:00,460.52,wait
lows,2020-11-15T02:00:00+00:00,457.67,wait
highs,2020-11-15T03:00:00+00:00,458.95,wait
lows,2020-11-15T03:00:00+00:00,456.51,wait
closes,2020-11-15T03:00:00+00:00,458.13,wait
highs,2020-11-15T04:00:00+00:00,459.58,wait
lows,2020-11-15T04:00:00+00:00,456.63,wait
closes,2020-11-15T04:00:00+00:00,459.36,wait
lows,2020-11-15T05:00:00+00:00,458.41,wait
closes,2020-11-15T05:00:00+00:00,461.03,wait
highs,2020-11-15T05:00:00+00:00,461.45,wait
closes,2020-11-15T06:00:00+00:00,460.62,wait
highs,2020-11-15T06:00:00+00:00,461.75,wait
lows,2020-11-15T06:00:00+00:00,460.06,wait
closes,2020-11-15T07:00:00+00:00,460.8,wait
highs,2020-11-15T07:00:00+00:00,461.78,wait
lows,2020-11-15T07:00:00+00:00,459.67,wait
closes,2020-11-15T08:00:00+00:00,461.06,wait
lows,2020-11-15T08:00:00+00:00,460.38,wait
highs,2020-11-15T08:00:00+00:00,462.73,wait
lows,2020-11-15T09:00:00+00:00,459.0,wait
closes,2020-11-15T09:00:00+00:00,459.76,wait
highs,2020-11-15T09:00:00+00:00,461.28,wait
lows,2020-11-15T10:00:00+00:00,457.0,wait
closes,2020-11-15T10:00:00+00:00,457.75,wait
highs,2020-11-15T10:00:00+00:00,460.17,wait
closes,2020-11-15T11:00:00+00:00,455.21,wait
highs,2020-11-15T11:00:00+00:00,460.46,wait
lows,2020-11-15T11:00:00+00:00,455.0,wait
highs,2020-11-15T12:00:00+00:00,458.48,wait
lows,2020-11-15T12:00:00+00:00,454.3,wait
closes,2020-11-15T12:00:00+00:00,456.23,wait
highs,2020-11-15T13:00:00+00:00,458.91,wait
lows,2020-11-15T13:00:00+00:00,455.0,wait
closes,2020-11-15T13:00:00+00:00,457.87,wait
lows,2020-11-15T14:00:00+00:00,456.77,wait
closes,2020-11-15T14:00:00+00:00,457.47,wait
highs,2020-11-15T14:00:00+00:00,459.49,wait
closes,2020-11-15T15:00:00+00:00,456.25,wait
highs,2020-11-15T15:00:00+00:00,457.99,wait
lows,2020-11-15T15:00:00+00:00,455.32,wait
closes,2020-11-15T16:00:00+00:00,453.68,wait
highs,2020-11-15T16:00:00+00:00,457.04,wait
lows,2020-11-15T16:00:00+00:00,452.3,wait
highs,2020-11-15T17:00:00+00:00,453.69,wait
lows,2020-11-15T17:00:00+00:00,444.59,wait
closes,2020-11-15T17:00:00+00:00,445.72,wait
lows,2020-11-15T18:00:00+00:00,442.75,wait
closes,2020-11-15T18:00:00+00:00,446.88,wait
highs,2020-11-15T18:00:00+00:00,447.74,wait
lows,2020-11-15T19:00:00+00:00,444.45,wait
closes,2020-11-15T19:00:00+00:00,445.31,wait
highs,2020-11-15T19:00:00+00:00,448.27,wait
lows,2020-11-15T20:00:00+00:00,441.43,wait
highs,2020-11-15T20:00:00+00:00,446.54,wait
closes,2020-11-15T20:00:00+00:00,443.71,wait
highs,2020-11-15T21:00:00+00:00,445.42,wait
closes,2020-11-15T21:00:00+00:00,443.65,wait
lows,2020-11-15T21:00:00+00:00,442.22,wait
highs,2020-11-15T22:00:00+00:00,447.6,wait
closes,2020-11-15T22:00:00+00:00,446.33,wait
lows,2020-11-15T22:00:00+00:00,440.19,wait
highs,2020-11-15T23:00:00+00:00,451.02,wait
closes,2020-11-15T23:00:00+00:00,448.08,wait
lows,2020-11-15T23:00:00+00:00,446.3,wait
highs,2020-11-16T00:00:00+00:00,450.38,wait
closes,2020-11-16T00:00:00+00:00,449.82,wait
lows,2020-11-16T00:00:00+00:00,445.45,wait
closes,2020-11-16T01:00:00+00:00,448.49,wait
lows,2020-11-16T01:00:00+00:00,448.13,wait
highs,2020-11-16T01:00:00+00:00,451.39,wait
lows,2020-11-16T02:00:00+00:00,446.94,wait
closes,2020-11-16T02:00:00+00:00,447.1,wait
highs,2020-11-16T02:00:00+00:00,449.9,wait
lows,2020-11-16T03:00:00+00:00,447.01,wait
closes,2020-11-16T03:00:00+00:00,449.42,wait
highs,2020-11-16T03:00:00+00:00,450.3,wait
closes,2020-11-16T04:00:00+00:00,450.7,wait
highs,2020-11-16T04:00:00+00:00,450.71,wait
lows,2020-11-16T04:00:00+00:00,448.66,wait
highs,2020-11-16T05:00:00+00:00,453.5,wait
lows,2020-11-16T05:00:00+00:00,450.71,wait
closes,2020-11-16T05:00:00+00:00,451.46,wait
highs,2020-11-16T06:00:00+00:00,454.92,wait
lows,2020-11-16T06:00:00+00:00,451.26,wait
closes,2020-11-16T06:00:00+00:00,454.73,wait
highs,2020-11-16T07:00:00+00:00,456.4,wait
closes,2020-11-16T07:00:00+00:00,454.57,wait
lows,2020-11-16T07:00:00+00:00,453.55,wait
closes,2020-11-16T08:00:00+00:00,453.45,wait
lows,2020-11-16T08:00:00+00:00,453.31,wait
highs,2020-11-16T08:00:00+00:00,455.43,wait
closes,2020-11-16T09:00:00+00:00,452.54,wait
lows,2020-11-16T09:00:00+00:00,449.64,wait
highs,2020-11-16T09:00:00+00:00,454.71,wait
closes,2020-11-16T10:00:00+00:00,456.06,wait
lows,2020-11-16T10:00:00+00:00,451.79,wait
highs,2020-11-16T10:00:00+00:00,456.37,wait
closes,2020-11-16T11:00:00+00:00,452.07,wait
lows,2020-11-16T11:00:00+00:00,451.83,wait
highs,2020-11-16T11:00:00+00:00,456.45,wait
closes,2020-11-16T12:00:00+00:00,453.97,wait
highs,2020-11-16T12:00:00+00:00,454.39,wait
lows,2020-11-16T12:00:00+00:00,451.09,wait
highs,2020-11-16T13:00:00+00:00,456.77,wait
lows,2020-11-16T13:00:00+00:00,452.91,wait
closes,2020-11-16T13:00:00+00:00,455.79,wait
highs,2020-11-16T14:00:00+00:00,460.8,wait
lows,2020-11-16T14:00:00+00:00,455.79,wait
closes,2020-11-16T14:00:00+00:00,459.54,wait
lows,2020-11-16T15:00:00+00:00,457.77,wait
closes,2020-11-16T15:00:00+00:00,459.4,wait
highs,2020-11-16T15:00:00+00:00,460.14,wait
closes,2020-11-16T16:00:00+00:00,460.6,wait
highs,2020-11-16T16:00:00+00:00,464.42,wait
lows,2020-11-16T16:00:00+00:00,457.09,wait
closes,2020-11-16T17:00:00+00:00,462.4,wait
highs,2020-11-16T17:00:00+00:00,464.24,wait
lows,2020-11-16T17:00:00+00:00,460.56,wait
closes,2020-11-16T18:00:00+00:00,461.97,wait
lows,2020-11-16T18:00:00+00:00,460.72,wait
highs,2020-11-16T18:00:00+00:00,464.54,wait
lows,2020-11-16T19:00:00+00:00,460.69,wait
highs,2020-11-16T19:00:00+00:00,464.03,wait
closes,2020-11-16T19:00:00+00:00,462.07,wait
lows,2020-11-16T20:00:00+00:00,461.08,wait
highs,2020-11-16T20:00:00+00:00,462.91,wait
closes,2020-11-16T20:00:00+00:00,462.53,wait
lows,2020-11-16T21:00:00+00:00,456.63,wait
highs,2020-11-16T21:00:00+00:00,466.0,wait
closes,2020-11-16T21:00:00+00:00,458.58,wait
lows,2020-11-16T22:00:00+00:00,458.1,wait
highs,2020-11-16T22:00:00+00:00,461.45,wait
closes,2020-11-16T22:00:00+00:00,461.02,wait
highs,2020-11-16T23:00:00+00:00,464.7,wait
closes,2020-11-16T23:00:00+00:00,460.55,wait
lows,2020-11-16T23:00:00+00:00,460.0,wait
closes,2020-11-17T00:00:00+00:00,468.08,wait
highs,2020-11-17T00:00:00+00:00,468.09,wait
lows,2020-11-17T00:00:00+00:00,459.8,wait
closes,2020-11-17T01:00:00+00:00,465.03,wait
highs,2020-11-17T01:00:00+00:00,468.85,wait
lows,2020-11-17T01:00:00+00:00,464.64,wait
highs,2020-11-17T02:00:00+00:00,466.33,wait
lows,2020-11-17T02:00:00+00:00,463.14,wait
closes,2020-11-17T02:00:00+00:00,463.71,wait
lows,2020-11-17T03:00:00+00:00,461.2,wait
closes,2020-11-17T03:00:00+00:00,462.04,wait
highs,2020-11-17T03:00:00+00:00,464.73,wait
lows,2020-11-17T04:00:00+00:00,461.3,wait
closes,2020-11-17T04:00:00+00:00,465.63,wait
highs,2020-11-17T04:00:00+00:00,466.03,wait
lows,2020-11-17T05:00:00+00:00,463.0,wait
highs,2020-11-17T05:00:00+00:00,466.0,wait
closes,2020-11-17T05:00:00+00:00,463.35,wait
highs,2020-11-17T06:00:00+00:00,465.68,wait
lows,2020-11-17T06:00:00+00:00,463.03,wait
closes,2020-11-17T06:00:00+00:00,463.55,wait
highs,2020-11-17T07:00:00+00:00,466.4,wait
lows,2020-11-17T07:00:00+00:00,463.46,wait
closes,2020-11-17T07:00:00+00:00,465.98,wait
lows,2020-11-17T08:00:00+00:00,464.62,wait
closes,2020-11-17T08:00:00+00:00,464.9,wait
highs,2020-11-17T08:00:00+00:00,467.1,wait
closes,2020-11-17T09:00:00+00:00,462.79,wait
highs,2020-11-17T09:00:00+00:00,466.23,wait
lows,2020-11-17T09:00:00+00:00,461.8,wait
closes,2020-11-17T10:00:00+00:00,465.01,wait
highs,2020-11-17T10:00:00+00:00,465.22,wait
lows,2020-11-17T10:00:00+00:00,462.37,wait
highs,2020-11-17T11:00:00+00:00,466.96,wait
lows,2020-11-17T11:00:00+00:00,464.35,wait
closes,2020-11-17T11:00:00+00:00,466.48,wait
lows,2020-11-17T12:00:00+00:00,465.05,wait
closes,2020-11-17T12:00:00+00:00,471.11,wait
highs,2020-11-17T12:00:00+00:00,472.43,wait
lows,2020-11-17T13:00:00+00:00,467.33,wait
closes,2020-11-17T13:00:00+00:00,467.72,wait
highs,2020-11-17T13:00:00+00:00,471.47,wait
closes,2020-11-17T14:00:00+00:00,469.95,wait
highs,2020-11-17T14:00:00+00:00,471.0,wait
lows,2020-11-17T14:00:00+00:00,466.59,wait
highs,2020-11-17T15:00:00+00:00,474.12,wait
lows,2020-11-17T15:00:00+00:00,466.92,wait
closes,2020-11-17T15:00:00+00:00,473.66,wait
highs,2020-11-17T16:00:00+00:00,483.74,wait
lows,2020-11-17T16:00:00+00:00,471.7,wait
closes,2020-11-17T16:00:00+00:00,481.48,wait
highs,2020-11-17T17:00:00+00:00,483.72,wait
closes,2020-11-17T17:00:00+00:00,480.34,wait
lows,2020-11-17T17:00:00+00:00,475.12,wait
closes,2020-11-17T18:00:00+00:00,477.92,wait
lows,2020-11-17T18:00:00+00:00,476.24,wait
highs,2020-11-17T18:00:00+00:00,480.65,wait
closes,2020-11-17T19:00:00+00:00,482.96,wait
lows,2020-11-17T19:00:00+00:00,475.23,wait
highs,2020-11-17T19:00:00+00:00,484.88,wait
closes,2020-11-17T20:00:00+00:00,482.15,wait
lows,2020-11-17T20:00:00+00:00,480.77,wait
highs,2020-11-17T20:00:00+00:00,484.28,wait
closes,2020-11-17T21:00:00+00:00,480.41,wait
lows,2020-11-17T21:00:00+00:00,478.38,wait
highs,2020-11-17T21:00:00+00:00,482.89,wait
lows,2020-11-17T22:00:00+00:00,476.21,wait
highs,2020-11-17T22:00:00+00:00,481.7,wait
closes,2020-11-17T22:00:00+00:00,480.31,wait
highs,2020-11-17T23:00:00+00:00,483.06,wait
lows,2020-11-17T23:00:00+00:00,480.24,wait
closes,2020-11-17T23:00:00+00:00,482.15,wait
highs,2020-11-18T00:00:00+00:00,488.25,wait
lows,2020-11-18T00:00:00+00:00,481.74,wait
closes,2020-11-18T00:00:00+00:00,486.75,wait
lows,2020-11-18T01:00:00+00:00,483.5,wait
closes,2020-11-18T01:00:00+00:00,487.4,wait
highs,2020-11-18T01:00:00+00:00,487.51,wait
closes,2020-11-18T02:00:00+00:00,484.87,wait
highs,2020-11-18T02:00:00+00:00,487.4,wait
lows,2020-11-18T02:00:00+00:00,483.7,wait
closes,2020-11-18T03:00:00+00:00,488.34,wait
highs,2020-11-18T03:00:00+00:00,488.34,wait
lows,2020-11-18T03:00:00+00:00,481.8,wait
closes,2020-11-18T04:00:00+00:00,493.39,wait
lows,2020-11-18T04:00:00+00:00,488.21,wait
highs,2020-11-18T04:00:00+00:00,495.31,wait
lows,2020-11-18T05:00:00+00:00,456.6,wait
highs,2020-11-18T05:00:00+00:00,494.47,wait
closes,2020-11-18T05:00:00+00:00,470.02,wait
lows,2020-11-18T06:00:00+00:00,466.09,wait
highs,2020-11-18T06:00:00+00:00,476.91,wait
closes,2020-11-18T06:00:00+00:00,473.18,wait
lows,2020-11-18T07:00:00+00:00,469.55,wait
highs,2020-11-18T07:00:00+00:00,477.89,wait
closes,2020-11-18T07:00:00+00:00,477.32,wait
lows,2020-11-18T08:00:00+00:00,476.27,wait
highs,2020-11-18T08:00:00+00:00,481.5,wait
closes,2020-11-18T08:00:00+00:00,479.69,wait
lows,2020-11-18T09:00:00+00:00,473.0,wait
closes,2020-11-18T09:00:00+00:00,476.87,wait
highs,2020-11-18T09:00:00+00:00,479.97,wait
closes,2020-11-18T10:00:00+00:00,482.43,wait
highs,2020-11-18T10:00:00+00:00,482.6,wait
lows,2020-11-18T10:00:00+00:00,474.55,wait
closes,2020-11-18T11:00:00+00:00,480.73,wait
highs,2020-11-18T11:00:00+00:00,482.46,wait
lows,2020-11-18T11:00:00+00:00,476.19,wait
highs,2020-11-18T12:00:00+00:00,480.74,wait
lows,2020-11-18T12:00:00+00:00,475.0,wait
closes,2020-11-18T12:00:00+00:00,477.08,wait
lows,2020-11-18T13:00:00+00:00,473.36,wait
closes,2020-11-18T13:00:00+00:00,475.29,wait
highs,2020-11-18T13:00:00+00:00,479.26,wait
lows,2020-11-18T14:00:00+00:00,470.05,wait
closes,2020-11-18T14:00:00+00:00,470.69,wait
highs,2020-11-18T14:00:00+00:00,476.93,wait
lows,2020-11-18T15:00:00+00:00,463.5,wait
highs,2020-11-18T15:00:00+00:00,474.9,wait
closes,2020-11-18T15:00:00+00:00,473.99,wait
highs,2020-11-18T16:00:00+00:00,475.22,wait
closes,2020-11-18T16:00:00+00:00,473.21,wait
lows,2020-11-18T16:00:00+00:00,468.79,wait
highs,2020-11-18T17:00:00+00:00,476.5,wait
closes,2020-11-18T17:00:00+00:00,475.2,wait
lows,2020-11-18T17:00:00+00:00,471.5,wait
highs,2020-11-18T18:00:00+00:00,475.54,wait
closes,2020-11-18T18:00:00+00:00,472.91,wait
lows,2020-11-18T18:00:00+00:00,472.12,wait
highs,2020-11-18T19:00:00+00:00,475.35,wait
closes,2020-11-18T19:00:00+00:00,473.0,wait
lows,2020-11-18T19:00:00+00:00,470.51,wait
highs,2020-11-18T20:00:00+00:00,473.5,wait
lows,2020-11-18T20:00:00+00:00,469.31,wait
closes,2020-11-18T20:00:00+00:00,471.5,wait
lows,2020-11-18T21:00:00+00:00,470.92,wait
closes,2020-11-18T21:00:00+00:00,474.14,wait
highs,2020-11-18T21:00:00+00:00,474.27,wait
lows,2020-11-18T22:00:00+00:00,472.13,wait
closes,2020-11-18T22:00:00+00:00,480.0,wait
highs,2020-11-18T22:00:00+00:00,480.0,wait
closes,2020-11-18T23:00:00+00:00,478.41,wait
highs,2020-11-18T23:00:00+00:00,480.59,wait
lows,2020-11-18T23:00:00+00:00,476.76,wait
highs,2020-11-19T00:00:00+00:00,480.54,wait
lows,2020-11-19T00:00:00+00:00,474.08,wait
closes,2020-11-19T00:00:00+00:00,478.81,wait
highs,2020-11-19T01:00:00+00:00,480.3,wait
lows,2020-11-19T01:00:00+00:00,477.41,wait
closes,2020-11-19T01:00:00+00:00,479.99,wait
highs,2020-11-19T02:00:00+00:00,480.75,wait
closes,2020-11-19T02:00:00+00:00,478.15,wait
lows,2020-11-19T02:00:00+00:00,477.87,wait
closes,2020-11-19T03:00:00+00:00,477.72,wait
highs,2020-11-19T03:00:00+00:00,479.89,wait
lows,2020-11-19T03:00:00+00:00,476.79,wait
closes,2020-11-19T04:00:00+00:00,476.54,wait
highs,2020-11-19T04:00:00+00:00,477.99,wait
lows,2020-11-19T04:00:00+00:00,474.7,wait
highs,2020-11-19T05:00:00+00:00,476.79,wait
lows,2020-11-19T05:00:00+00:00,473.85,wait
closes,2020-11-19T05:00:00+00:00,476.79,wait
lows,2020-11-19T06:00:00+00:00,471.43,wait
closes,2020-11-19T06:00:00+00:00,473.14,wait
highs,2020-11-19T06:00:00+00:00,477.27,wait
lows,2020-11-19T07:00:00+00:00,470.5,wait
closes,2020-11-19T07:00:00+00:00,471.76,wait
highs,2020-11-19T07:00:00+00:00,473.99,wait
closes,2020-11-19T08:00:00+00:00,469.49,wait
highs,2020-11-19T08:00:00+00:00,473.41,wait
lows,2020-11-19T08:00:00+00:00,466.4,wait
highs,2020-11-19T09:00:00+00:00,471.01,wait
lows,2020-11-19T09:00:00+00:00,465.0,wait
closes,2020-11-19T09:00:00+00:00,466.49,wait
highs,2020-11-19T10:00:00+00:00,471.37,wait
lows,2020-11-19T10:00:00+00:00,464.86,wait
closes,2020-11-19T10:00:00+00:00,470.03,wait
lows,2020-11-19T11:00:00+00:00,469.13,wait
closes,2020-11-19T11:00:00+00:00,473.46,wait
highs,2020-11-19T11:00:00+00:00,473.71,wait
closes,2020-11-19T12:00:00+00:00,473.61,wait
highs,2020-11-19T12:00:00+00:00,475.24,wait
lows,2020-11-19T12:00:00+00:00,472.0,wait
closes,2020-11-19T13:00:00+00:00,476.24,wait
highs,2020-11-19T13:00:00+00:00,476.93,wait
lows,2020-11-19T13:00:00+00:00,473.4,wait
closes,2020-11-19T14:00:00+00:00,477.83,wait
lows,2020-11-19T14:00:00+00:00,473.52,wait
highs,2020-11-19T14:00:00+00:00,478.0,wait
lows,2020-11-19T15:00:00+00:00,475.22,wait
highs,2020-11-19T15:00:00+00:00,478.44,wait
closes,2020-11-19T15:00:00+00:00,475.52,wait
lows,2020-11-19T16:00:00+00:00,473.35,wait
highs,2020-11-19T16:00:00+00:00,477.04,wait
closes,2020-11-19T16:00:00+00:00,475.73,wait
lows,2020-11-19T17:00:00+00:00,473.22,wait
highs,2020-11-19T17:00:00+00:00,475.76,wait
closes,2020-11-19T17:00:00+00:00,474.76,wait
lows,2020-11-19T18:00:00+00:00,472.01,wait
highs,2020-11-19T18:00:00+00:00,476.59,wait
closes,2020-11-19T18:00:00+00:00,472.86,wait
highs,2020-11-19T19:00:00+00:00,474.56,wait
closes,2020-11-19T19:00:00+00:00,474.1,wait
lows,2020-11-19T19:00:00+00:00,471.31,wait
closes,2020-11-19T20:00:00+00:00,474.77,wait
highs,2020-11-19T20:00:00+00:00,475.28,wait
lows,2020-11-19T20:00:00+00:00,473.03,wait
closes,2020-11-19T21:00:00+00:00,472.47,wait
highs,2020-11-19T21:00:00+00:00,476.52,wait
lows,2020-11-19T21:00:00+00:00,471.62,wait
highs,2020-11-19T22:00:00+00:00,473.49,wait
lows,2020-11-19T22:00:00+00:00,471.0,wait
closes,2020-11-19T22:00:00+00:00,471.85,wait
lows,2020-11-19T23:00:00+00:00,468.63,wait
closes,2020-11-19T23:00:00+00:00,471.25,wait
highs,2020-11-19T23:00:00+00:00,473.09,wait
lows,2020-11-20T00:00:00+00:00,470.81,wait
closes,2020-11-20T00:00:00+00:00,471.47,wait
highs,2020-11-20T00:00:00+00:00,473.7,wait
lows,2020-11-20T01:00:00+00:00,470.65,wait
highs,2020-11-20T01:00:00+00:00,479.5,wait
closes,2020-11-20T01:00:00+00:00,479.39,wait
highs,2020-11-20T02:00:00+00:00,483.95,wait
closes,2020-11-20T02:00:00+00:00,481.92,wait
lows,2020-11-20T02:00:00+00:00,478.38,wait
highs,2020-11-20T03:00:00+00:00,487.75,wait
closes,2020-11-20T03:00:00+00:00,484.86,wait
lows,2020-11-20T03:00:00+00:00,481.93,wait
highs,2020-11-20T04:00:00+00:00,488.07,wait
closes,2020-11-20T04:00:00+00:00,486.15,wait
lows,2020-11-20T04:00:00+00:00,484.81,wait
highs,2020-11-20T05:00:00+00:00,486.75,wait
closes,2020-11-20T05:00:00+00:00,484.8,wait
lows,2020-11-20T05:00:00+00:00,482.0,wait
highs,2020-11-20T06:00:00+00:00,485.43,wait
lows,2020-11-20T06:00:00+00:00,481.5,wait
closes,2020-11-20T06:00:00+00:00,484.36,wait
lows,2020-11-20T07:00:00+00:00,483.52,wait
closes,2020-11-20T07:00:00+00:00,491.47,wait
highs,2020-11-20T07:00:00+00:00,493.98,wait
lows,2020-11-20T08:00:00+00:00,490.0,wait
closes,2020-11-20T08:00:00+00:00,501.41,wait
highs,2020-11-20T08:00:00+00:00,501.42,wait
closes,2020-11-20T09:00:00+00:00,495.12,wait
